Rent,FloorSpace,YearBuilt,Bath,CentralHeating,HotWater,TiledBath,WindowType,KitchenType,LeaseDuration,AgeCategory,FloorSpaceCategory,NetRentPerSqm,Rooms,AddressType,ResidenceType
461.08,68,1897,1,0,0,0,0,0,2,1,2,6.780588,3,2,1
564.11,56,1893,0,1,0,1,0,0,8,1,2,10.073393,3,2,1
555.44,40,1959,0,1,0,0,0,0,1,3,1,13.886,1,2,1
541.09,30,1959,0,1,0,0,0,0,5,3,1,18.036333,1,2,1
528.7,50,1893,0,0,0,0,0,0,7,1,1,10.574,3,2,2
619.72,108,1893,0,0,1,0,0,0,24,1,3,5.738148,5,2,2
429.96,128,1893,0,1,0,0,0,0,6,1,3,3.359062,6,2,1
680.29,67,1957,0,1,0,1,0,0,8,3,2,10.153582,3,2,2
905.85,66,1893,0,1,0,1,0,0,14,1,2,13.725,3,2,2
467.6,30,1963,0,1,0,0,0,0,4,3,1,15.586667,1,2,1
924.71,46,1933,0,1,0,1,0,0,4,2,1,20.102391,2,2,1
715.19,50,1902,0,0,0,0,0,0,5,1,1,14.3038,2,2,2
698.69,45,1902,0,0,0,0,0,0,2,1,1,15.526444,2,2,2
833.69,45,1902,0,0,0,0,0,0,1,1,1,18.526444,2,2,2
912,117,1933,0,1,0,1,0,0,28,2,3,7.794872,5,3,3
485.18,38,1933,0,1,0,0,0,0,4,2,1,12.767895,2,2,3
768.88,49,1957,0,1,0,0,0,0,6,3,1,15.691429,2,2,2
226,65,1933,0,0,0,1,0,0,3,2,2,3.476923,3,2,2
423.17,47,1950,0,0,0,1,0,0,1,3,1,9.003617,2,2,2
1097.75,108,1933,0,0,0,0,0,0,22,2,3,10.164352,5,3,3
1157.18,95,1941,1,1,0,0,0,0,4,2,3,12.180842,4,2,3
380.84,64,1902,0,1,0,1,0,0,2,1,2,5.950625,2,2,3
1250,150,1927,0,0,0,1,0,0,9,2,3,8.333333,4,2,3
595.11,60,1893,0,0,1,0,0,0,6,1,2,9.9185,3,2,2
1410,78,1971,0,1,0,1,0,0,18,4,2,18.076923,3,2,2
1144.87,75,1971,0,1,0,1,0,0,2,4,2,15.264933,3,2,2
1977.24,103,1957,0,1,0,1,0,0,1,3,3,19.196505,4,2,2
676.14,63,1933,0,1,0,0,0,0,6,2,2,10.732381,3,2,2
723.88,52,1933,0,1,0,0,0,0,10,2,2,13.920769,2,2,2
1486.56,84,1971,0,1,0,1,0,1,3,4,3,17.697143,3,2,2
737.55,40,1957,0,0,0,0,0,0,2,3,1,18.43875,2,2,2
996.43,54,1957,0,1,0,1,0,0,6,3,2,18.452407,2,2,2
1233.16,114,1933,0,1,0,1,0,1,2,2,3,10.817193,3,2,3
481.61,35,1938,0,1,0,0,0,1,1,2,1,13.760286,2,2,3
303.2,50,1957,0,1,0,0,0,0,37,3,1,6.064,2,2,3
1213,60,1992,0,1,0,1,0,1,0,6,2,20.216667,2,2,3
1733.83,90,1893,0,1,0,1,0,0,2,1,3,19.264778,2,2,3
3010.16,164,1893,0,1,0,0,0,0,2,1,3,18.354634,6,2,3
922.76,80,1933,0,1,0,1,0,1,1,2,2,11.5345,3,2,3
342.13,81,1933,0,1,0,0,0,0,21,2,3,4.223827,3,2,2
516.01,45,1893,0,1,0,1,0,0,11,1,1,11.466889,1,2,2
586.07,75,1957,0,0,0,1,0,0,20,3,2,7.814267,2,2,2
905.09,74,1893,0,1,0,0,0,0,4,1,2,12.230946,2,2,2
651.69,115,1893,0,0,1,1,0,0,6,1,3,5.66687,5,2,2
924.4,40,1893,0,1,0,0,0,0,2,1,1,23.11,2,2,2
885.53,72,1933,0,1,0,1,0,1,0,2,2,12.299028,2,2,2
600.88,76,1893,0,0,1,0,0,0,33,1,2,7.906316,3,2,2
573.32,76,1893,0,0,1,0,0,0,44,1,2,7.543684,3,2,2
1466.8,70,1893,0,0,0,0,0,0,1,1,2,20.954286,3,2,2
943.08,80,1933,0,1,0,1,0,0,5,2,2,11.7885,3,2,2
1014.84,62,1957,0,1,0,1,0,0,10,3,2,16.368387,2,2,2
563.8,56,1957,0,1,0,1,0,0,9,3,2,10.067857,2,2,2
1120.27,87,1957,0,1,0,1,0,0,17,3,3,12.876667,3,2,2
977.66,160,1893,1,0,1,0,1,0,48,1,3,6.110375,5,2,2
914.54,86,1957,0,0,0,0,1,0,8,3,3,10.634186,3,2,2
1100.7,62,1957,0,1,0,1,0,0,2,3,2,17.753226,2,2,2
539.4,60,1893,0,1,0,0,0,0,7,1,2,8.99,3,2,2
759.08,68,1893,0,1,0,0,0,0,35,1,2,11.162941,3,2,2
670.26,62,1957,0,1,0,1,0,0,25,3,2,10.810645,4,2,2
696.98,64,1933,0,1,0,1,0,0,10,2,2,10.890312,3,2,2
941.97,95,1957,0,1,0,1,0,0,29,3,3,9.915474,2,2,2
1668.67,90,1957,0,1,0,1,0,0,11,3,3,18.540778,3,2,2
757.54,33,1957,0,1,0,0,0,1,1,3,1,22.955758,1,2,2
456.17,80,1893,0,0,0,1,0,0,17,1,2,5.702125,4,2,2
763.3,85,1985,0,1,0,1,0,0,1,6,3,8.98,3,2,2
605.8,60,1893,0,0,0,0,0,0,9,1,2,10.096667,3,2,2
794.21,71,1933,0,1,0,0,0,0,33,2,2,11.186056,2,2,2
720.21,71,1933,0,1,0,1,0,0,36,2,2,10.143803,3,2,2
1346.83,80,1957,0,1,0,1,0,0,7,3,2,16.835375,2,2,3
576.51,35,1893,1,1,0,0,0,0,4,1,1,16.471714,2,2,2
771.35,81,1893,0,0,1,0,0,0,3,1,3,9.52284,3,2,2
1766.11,125,1893,0,1,0,1,0,0,5,1,3,14.12888,5,2,2
1302.4,141,1893,0,1,0,1,0,0,14,1,3,9.236879,4,2,2
867.2,80,1893,0,0,1,0,0,0,8,1,2,10.84,3,2,2
563.61,110,1893,0,0,1,0,0,0,55,1,3,5.123727,4,2,2
442.04,180,1933,0,0,1,0,0,0,23,2,3,2.455778,5,2,3
400.29,95,1933,0,0,0,1,0,0,14,2,3,4.213579,4,2,3
977.21,105,1893,0,1,0,1,0,0,9,1,3,9.306762,3,2,3
1050.1,70,1893,0,0,0,1,0,1,3,1,2,15.001429,2,2,3
811.83,47,1893,0,0,0,1,0,0,4,1,1,17.272979,2,2,3
365.08,58,1893,0,0,0,0,0,0,25,1,2,6.294483,2,2,2
649.45,69,1957,0,1,0,0,0,0,31,3,2,9.412319,3,2,3
1567.6,100,1957,0,1,0,1,0,0,2,3,3,15.676,5,2,3
764.29,63,1957,0,1,0,0,0,0,30,3,2,12.131587,2,2,3
608,67,1971,0,1,0,1,0,0,25,4,2,9.074627,3,2,2
628,78,1971,0,1,0,1,0,0,7,4,2,8.051282,3,2,2
481,58,1971,0,1,0,1,0,0,25,4,2,8.293103,2,2,2
475,29,1972,0,1,0,1,1,0,3,4,1,16.37931,2,2,2
728.03,78,1971,0,1,0,1,1,0,23,4,2,9.333718,3,2,2
533.45,69,1967,0,1,0,1,1,0,0,4,2,7.731159,3,2,2
762.02,78,1971,0,1,0,1,1,0,5,4,2,9.769487,3,2,2
478.92,68,1957,0,1,0,1,1,0,2,3,2,7.042941,2,2,2
433.8,48,1969,0,1,0,1,1,0,3,4,1,9.0375,2,2,2
740.28,68,1969,0,1,0,1,0,0,3,4,2,10.886471,2,2,2
417.3,36,1972,0,1,0,0,0,0,3,4,1,11.591667,2,2,2
556.67,36,1972,0,1,0,1,0,0,1,4,1,15.463056,2,2,2
472.05,35,1972,0,1,0,1,0,0,5,4,1,13.487143,2,2,2
413,37,1971,0,1,0,1,0,0,20,4,1,11.162162,1,2,2
597.38,64,1968,0,1,0,1,0,0,2,4,2,9.334062,2,2,2
861,65,1971,0,1,0,1,0,0,23,4,2,13.246154,2,2,2
608.17,49,1969,0,1,0,1,1,0,3,4,1,12.411633,2,2,2
818.14,68,1957,0,1,0,1,0,0,2,3,2,12.031471,3,2,2
587.86,52,1957,0,1,0,0,0,0,9,3,2,11.305,2,2,2
696.91,77,1933,0,1,0,1,0,0,28,2,2,9.050779,3,2,2
184.94,65,1919,0,1,0,1,0,0,2,2,2,2.845231,2,2,2
440.31,35,1969,0,1,0,0,0,0,2,4,1,12.580286,1,2,2
847.42,35,1969,0,1,0,1,0,1,4,4,1,24.212,1,2,2
469.5,32,1969,0,1,0,1,0,0,11,4,1,14.671875,1,2,2
499.97,32,1971,0,1,0,1,0,0,8,4,1,15.624062,1,2,2
744.66,48,1963,0,1,0,1,0,0,0,3,1,15.51375,2,2,2
231.4,60,1957,0,1,0,0,0,0,29,3,2,3.856667,3,2,2
526.26,75,1971,0,1,0,0,0,0,11,4,2,7.0168,3,2,2
1273.46,86,1971,0,1,0,1,0,1,1,4,3,14.807674,3,2,2
1693.35,150,1957,0,1,0,1,0,0,7,3,3,11.289,5,2,2
848.27,67,1971,0,1,0,1,0,0,3,4,2,12.660746,3,2,2
902.24,89,1971,0,1,0,1,0,0,7,4,3,10.137528,4,2,2
822.1,100,1971,0,1,0,1,0,0,6,4,3,8.221,4,2,2
1691.25,118,1980,0,1,0,1,0,1,2,5,3,14.332627,4,1,1
510.55,42,1980,0,1,0,1,0,1,3,5,1,12.155952,1,1,1
855,68,1971,0,1,0,1,0,0,23,4,2,12.573529,2,2,2
749.16,60,1971,0,1,0,1,0,0,23,4,2,12.486,2,2,2
677.28,55,1971,0,1,0,1,0,1,7,4,2,12.314182,2,2,2
2028.43,103,1971,0,1,0,1,0,0,2,4,3,19.693495,4,2,2
1500,77,1971,0,1,0,1,0,0,2,4,2,19.480519,3,2,2
650,67,1971,0,1,0,1,0,1,1,4,2,9.701493,2,2,2
1300,80,1957,0,1,0,1,0,0,1,3,2,16.25,4,2,2
489.72,80,1971,0,1,0,1,0,0,15,4,2,6.1215,3,1,2
363.18,64,1957,0,1,0,1,0,0,21,3,2,5.674688,3,2,2
764.69,73,1957,0,1,0,0,0,0,22,3,2,10.475205,3,2,3
764.69,73,1957,0,1,0,0,0,0,17,3,2,10.475205,3,2,3
895.82,74,1957,0,1,0,1,0,0,15,3,2,12.105676,3,2,3
831.35,65,1971,0,1,0,1,0,0,2,4,2,12.79,3,2,2
622.05,55,1971,0,1,0,1,0,0,26,4,2,11.31,3,2,2
607.35,56,1893,0,0,0,1,0,1,6,1,2,10.845536,3,2,3
394.23,140,1957,0,1,0,1,0,0,27,3,3,2.815929,5,2,3
576.95,75,1971,0,0,0,1,0,0,13,4,2,7.692667,3,2,3
1153.72,76,1933,0,1,0,1,0,0,4,2,2,15.180526,3,2,3
781.2,70,1971,0,1,0,0,0,0,1,4,2,11.16,3,2,3
1566.48,95,1980,0,1,0,1,0,0,7,5,3,16.489263,4,2,3
1600.33,95,1980,0,1,0,1,0,0,14,5,3,16.845579,4,2,3
1370.88,88,1957,0,1,0,1,0,0,5,3,3,15.578182,3,2,3
758.86,65,1985,0,1,0,1,0,0,2,6,2,11.674769,3,2,2
669.15,84,1971,0,1,0,1,0,0,5,4,3,7.966071,4,2,3
797.52,46,1966,0,1,0,1,0,0,3,4,1,17.337391,2,2,2
494.18,26,1966,0,1,0,1,0,0,16,4,1,19.006923,1,2,2
664.9,68,1957,0,1,0,1,0,0,28,3,2,9.777941,3,2,2
382.8,30,1964,0,1,0,0,0,0,2,3,1,12.76,1,2,2
604.11,67,1957,0,1,0,1,0,0,30,3,2,9.016567,3,2,2
532.3,73,1957,0,1,0,1,0,0,2,3,2,7.291781,3,2,2
409.13,61,1918,0,0,0,1,0,0,5,1,2,6.707049,2,2,2
898.47,80,1967,0,1,0,1,0,0,11,4,2,11.230875,3,2,2
437.07,80,1971,0,1,0,1,0,0,15,4,2,5.463375,3,2,2
333.29,80,1971,0,1,0,1,0,0,13,4,2,4.166125,3,2,2
506.11,42,1971,0,1,0,1,0,0,20,4,1,12.050238,1,1,1
809.74,60,1971,0,1,0,1,0,0,6,4,2,13.495667,2,1,1
621.46,80,1893,0,1,0,1,0,0,6,1,2,7.76825,3,2,1
474.27,44,1971,0,1,0,1,0,0,13,4,1,10.778864,2,2,2
1142.69,87,1971,0,1,0,1,0,0,4,4,3,13.134368,4,2,2
863.09,87,1971,0,1,0,1,0,0,21,4,3,9.920575,3,2,2
558.74,60,1957,0,1,0,1,0,0,17,3,2,9.312333,2,2,2
881.36,53,1957,0,1,0,1,0,0,8,3,2,16.629434,2,2,2
551.2,110,1893,0,1,0,1,0,0,32,1,3,5.010909,5,2,2
712.32,50,1957,0,1,0,1,0,0,28,3,1,14.2464,2,2,2
752.22,78,1957,0,1,0,0,0,0,7,3,2,9.643846,3,2,2
445.9,52,1957,0,1,0,0,0,0,6,3,2,8.575,2,2,3
650.59,52,1957,0,0,0,0,0,0,6,3,2,12.511346,2,2,3
625.47,52,1957,0,1,0,1,0,0,5,3,2,12.028269,2,2,3
957.42,70,1971,0,1,0,1,0,1,9,4,2,13.677429,2,2,2
600.84,32,1971,0,1,0,1,0,0,11,4,1,18.77625,1,2,2
370.12,82,1893,0,0,1,0,0,0,29,1,3,4.513659,3,2,2
283.32,60,1893,1,0,1,0,0,0,13,1,2,4.722,2,2,2
1834.9,88,1989,0,1,0,1,0,0,3,6,3,20.851136,4,2,3
897.55,65,1950,0,1,0,1,0,1,3,3,2,13.808462,3,2,3
1820.2,92,1971,0,1,0,1,0,0,2,4,3,19.784783,3,2,3
1159.75,92,1957,0,1,0,1,1,0,18,3,3,12.605978,3,2,3
690.37,69,1957,0,1,0,0,0,0,18,3,2,10.005362,3,2,2
619.76,46,1957,0,1,0,0,0,0,3,3,1,13.473043,2,2,2
524.04,55,1898,0,1,0,0,0,0,3,1,2,9.528,2,2,2
479.04,35,1898,0,1,0,0,0,0,1,1,1,13.686857,1,2,2
323.03,113,1970,0,1,0,0,0,0,4,4,3,2.858673,4,2,2
748.85,45,1970,0,1,0,0,0,0,5,4,1,16.641111,1,2,2
377.94,56,1951,0,1,0,1,0,0,2,3,2,6.748929,2,2,2
1009.18,55,1980,0,1,0,1,0,0,9,5,2,18.348727,2,2,2
1130,55,1980,0,1,0,1,0,0,1,5,2,20.545455,2,2,2
925.1,55,1980,0,1,0,1,0,0,6,5,2,16.82,2,2,2
989.44,55,1980,0,1,0,1,0,0,1,5,2,17.989818,2,2,2
1169.07,75,1956,0,1,0,1,0,0,0,3,2,15.5876,3,2,2
535.81,110,1957,0,1,0,1,0,0,9,3,3,4.871,5,2,2
591.25,27,1957,0,1,0,0,0,0,2,3,1,21.898148,1,2,2
1152.1,50,1957,0,1,0,0,0,0,3,3,1,23.042,2,2,2
783.56,58,1985,0,1,0,1,0,0,2,6,2,13.509655,2,2,2
335.56,39,1957,0,1,0,1,0,0,30,3,1,8.604103,1,2,2
1241.67,65,1959,0,1,0,1,0,1,12,3,2,19.102615,3,2,2
892.04,56,1971,0,1,0,0,0,0,1,4,2,15.929286,2,2,2
939.92,63,1971,0,1,0,1,0,0,1,4,2,14.919365,2,2,2
1180.04,82,1980,0,1,0,1,0,0,2,5,3,14.390732,3,2,2
663.81,53,1971,0,1,0,1,0,0,22,4,2,12.524717,2,2,2
713.24,90,1957,0,1,0,1,0,0,11,3,3,7.924889,3,2,2
581.33,50,1971,0,1,0,1,0,0,14,4,1,11.6266,2,2,2
1390.37,100,1957,0,1,0,1,0,1,2,3,3,13.9037,3,2,2
1287.08,110,1971,0,1,0,1,0,1,9,4,3,11.700727,3,2,2
970,61,1957,0,1,0,1,0,1,0,3,2,15.901639,3,2,2
1320,64,1985,0,1,0,1,0,0,6,6,2,20.625,2,2,2
1120.05,95,1971,0,1,0,0,0,0,20,4,3,11.79,3,2,3
1599.57,106,1980,0,1,0,0,0,0,3,5,3,15.090283,3,2,2
365.84,87,1957,0,1,0,1,0,0,2,3,3,4.205057,4,2,3
599.99,87,1957,0,1,0,1,0,0,6,3,3,6.896437,4,2,3
653.27,54,1980,0,1,0,1,0,0,9,5,2,12.097593,1,2,3
537.16,60,1979,0,1,0,0,0,0,4,5,2,8.952667,2,2,3
583,46,1980,0,1,0,1,0,0,13,5,1,12.673913,1,2,3
739.91,90,1933,0,1,0,1,0,0,28,2,3,8.221222,4,2,3
508.6,30,1957,0,1,0,1,0,0,3,3,1,16.953333,1,2,3
953.45,65,1984,0,1,0,0,0,0,2,6,2,14.668462,3,2,3
858.98,35,1971,0,1,0,0,0,0,3,4,1,24.542286,2,2,3
1351.93,104,1970,0,1,0,0,0,0,2,4,3,12.999327,4,2,3
570,70,1957,0,1,0,0,0,0,3,3,2,8.142857,3,2,3
483.16,52,1965,0,1,0,0,0,0,18,3,2,9.291538,2,2,3
1334.66,85,1980,0,1,0,1,0,0,9,5,3,15.701882,3,2,3
405.92,46,1957,0,1,0,0,0,0,24,3,1,8.824348,2,2,2
662.87,45,1933,0,1,0,1,0,0,15,2,1,14.730444,2,2,3
335.8,38,1954,1,1,0,0,0,0,2,3,1,8.836842,1,2,2
1240.25,90,1980,0,1,0,1,0,0,11,5,3,13.780556,3,2,3
1220,82,1980,0,1,0,0,0,0,6,5,3,14.878049,3,2,3
1756.78,110,1983,0,1,0,1,0,0,6,5,3,15.970727,4,2,1
424.2,29,1957,0,1,0,1,0,0,21,3,1,14.627586,1,1,1
158,29,1957,0,1,0,0,0,0,17,3,1,5.448276,1,1,1
307.43,80,1893,0,0,0,1,0,0,60,1,2,3.842875,3,2,1
515.1,76,1971,0,1,0,1,0,0,21,4,2,6.777632,3,2,1
510.92,76,1971,0,1,0,1,0,0,21,4,2,6.722632,3,2,1
761.31,72,1957,0,1,0,0,0,0,8,3,2,10.57375,3,1,1
697.57,60,1957,0,1,0,0,0,0,31,3,2,11.626167,3,1,1
550.05,60,1960,0,1,0,0,0,0,13,3,2,9.1675,3,1,1
322.83,48,1893,0,1,0,0,0,0,5,1,1,6.725625,2,2,3
771.22,54,1971,0,1,0,1,0,0,17,4,2,14.281852,2,2,2
1084.08,65,1956,0,1,0,1,0,0,7,3,2,16.678154,3,2,2
821,80,1957,0,0,1,0,0,0,21,3,2,10.2625,3,2,2
824.28,67,1957,0,1,0,0,0,0,11,3,2,12.302687,3,2,2
686.93,82,1957,0,1,0,0,0,0,24,3,3,8.377195,3,2,2
726.73,76,1933,0,1,0,1,0,0,32,2,2,9.562237,2,2,1
409,24,1966,0,1,0,0,0,0,3,4,1,17.041667,1,2,1
1120,51,1985,0,1,0,1,0,0,0,6,2,21.960784,2,2,2
944.55,51,1985,0,1,0,1,0,1,7,6,2,18.520588,2,2,2
979.88,60,1957,0,1,0,1,0,0,1,3,2,16.331333,2,2,2
750,70,1971,0,1,0,1,0,0,20,4,2,10.714286,3,2,2
647.8,96,1957,0,1,0,1,0,0,11,3,3,6.747917,5,2,2
1370.97,83,1957,0,1,0,1,0,0,3,3,3,16.517711,4,2,2
544.15,32,1957,0,1,0,1,0,0,1,3,1,17.004688,1,2,2
523.76,56,1971,0,1,0,1,0,0,21,4,2,9.352857,2,2,2
671.22,76,1971,0,1,0,0,0,0,19,4,2,8.831842,3,2,3
1087.13,100,1933,0,1,0,1,0,0,20,2,3,10.8713,4,2,3
431.41,28,1971,0,1,0,1,0,0,7,4,1,15.4075,1,2,2
858.5,47,1971,0,1,0,1,0,0,19,4,1,18.265957,2,2,2
688,75,1957,0,1,0,0,0,0,15,3,2,9.173333,3,2,3
895.21,70,1957,0,0,1,0,0,0,22,3,2,12.788714,3,2,3
467.88,44,1933,1,0,1,0,0,0,40,2,1,10.633636,2,2,3
1130.84,55,1967,0,1,0,1,0,0,1,4,2,20.560727,2,2,3
558.3,30,1967,1,1,0,0,0,0,9,4,1,18.61,1,2,3
1600,106,1893,0,1,0,0,0,0,26,1,3,15.09434,3,2,3
567,75,1975,0,1,0,1,0,0,3,4,2,7.56,3,2,3
560.14,81,1980,0,1,0,1,0,0,14,5,3,6.915309,4,2,3
714.45,56,1940,0,1,0,1,0,0,3,2,2,12.758036,2,2,3
472.9,56,1933,0,0,1,0,0,0,52,2,2,8.444643,2,2,3
364.94,54,1933,0,0,1,0,0,0,35,2,2,6.758148,2,2,3
611.17,103,1971,0,1,0,0,0,0,4,4,3,5.933689,4,2,2
560.2,108,1968,0,1,0,1,0,0,7,4,3,5.187037,6,2,2
868.76,104,1971,0,1,0,1,0,0,19,4,3,8.353462,6,2,2
670,74,1971,0,1,0,0,0,0,5,4,2,9.054054,3,2,2
668.47,60,1957,0,1,0,0,0,0,21,3,2,11.141167,3,2,3
1195.46,60,1968,0,1,0,1,0,0,8,4,2,19.924333,2,2,3
471.77,34,1957,0,1,0,0,0,0,34,3,1,13.875588,1,2,3
936.08,60,1958,0,1,0,0,0,0,8,3,2,15.601333,2,2,3
874.2,62,1958,0,1,0,1,0,0,3,3,2,14.1,2,2,3
971.17,65,1957,0,1,0,0,0,0,34,3,2,14.941077,2,2,3
1247.88,78,1937,0,1,0,0,0,0,2,2,2,15.998462,3,2,3
1438.06,80,1939,0,1,0,1,0,0,5,2,2,17.97575,3,2,3
1291.08,103,1980,0,1,0,1,0,0,3,5,3,12.534757,4,2,3
481.51,31,1964,0,1,0,0,0,0,2,3,1,15.532581,1,2,3
523.4,29,1964,0,1,0,0,0,0,1,3,1,18.048276,1,2,3
775.24,41,1964,0,1,0,0,0,0,0,3,1,18.908293,1,2,3
860.65,54,1980,0,1,0,1,0,0,13,5,2,15.937963,2,2,3
1242.34,72,1980,0,1,0,1,0,0,5,5,2,17.254722,3,2,3
1481.62,55,1980,0,1,0,0,0,1,1,5,2,26.938545,2,2,3
1262.31,72,1980,0,1,0,1,0,0,4,5,2,17.532083,3,2,3
2028.64,80,1992,0,1,0,1,0,0,1,6,2,25.358,3,2,3
1490.88,92,1957,0,1,0,1,0,0,13,3,3,16.205217,4,2,3
754,74,1957,0,1,0,0,1,0,19,3,2,10.189189,3,2,2
754.9,85,1893,1,0,0,0,0,0,19,1,3,8.881176,3,2,2
714.5,125,1893,0,1,0,1,0,0,20,1,3,5.716,4,2,3
977.46,58,1980,0,0,0,1,0,0,7,5,2,16.852759,2,2,2
1104.17,67,1980,0,1,0,1,0,0,3,5,2,16.480149,2,2,2
566,62,1893,0,1,0,0,0,0,18,1,2,9.129032,2,2,2
1308.29,67,1985,0,1,0,1,0,0,8,6,2,19.526716,2,2,2
950,118,1933,0,1,0,0,0,0,19,2,3,8.050847,5,2,2
981,124,1933,0,1,0,1,0,0,21,2,3,7.91129,4,2,2
1570,98,1893,0,0,0,1,1,0,1,1,3,16.020408,3,2,2
689.08,90,1893,0,0,0,0,0,0,16,1,3,7.656444,3,2,2
1380,68,1888,0,1,0,1,0,0,1,1,2,20.294118,3,2,2
1400,50,1893,0,1,0,1,1,0,0,1,1,28,3,2,2
1555.12,180,1893,0,0,0,0,0,0,3,1,3,8.639556,7,2,2
734.4,70,1949,0,1,1,1,0,0,2,3,2,10.491429,3,2,2
1002.06,65,1933,0,0,0,0,0,1,3,2,2,15.416308,3,2,2
1883.99,130,1952,0,1,0,1,0,1,3,3,3,14.492231,3,3,3
1650,70,1949,0,1,0,1,0,1,0,3,2,23.571429,3,2,2
350.76,42,1957,0,1,0,1,0,0,28,3,1,8.351429,2,2,2
723.51,45,1957,0,1,0,0,0,0,2,3,1,16.078,2,2,2
1899.67,145,1893,0,1,0,1,0,0,3,1,3,13.101172,6,2,2
203.12,76,1893,1,0,1,0,0,0,7,1,2,2.672632,3,2,2
1270,61,1919,0,0,0,0,0,0,1,2,2,20.819672,2,2,2
1716,196,1933,0,1,0,1,0,0,6,2,3,8.755102,9,2,2
607.74,53,1957,0,1,0,0,0,0,20,3,2,11.466792,2,2,2
1054.84,90,1893,0,1,0,1,0,0,1,1,3,11.720444,3,2,2
908.82,107,1933,0,1,0,0,0,0,11,2,3,8.493645,4,2,2
771.72,105,1893,0,0,1,0,0,0,31,1,3,7.349714,4,2,2
757.6,43,1961,0,1,0,0,0,1,20,3,1,17.618605,2,2,3
1183.72,48,1893,0,1,0,0,0,1,2,1,1,24.660833,1,2,2
966,35,1980,0,1,0,1,0,1,1,5,1,27.6,1,3,3
3130,200,1933,0,1,0,1,0,0,6,2,3,15.65,6,3,3
359,26,1933,0,1,0,0,0,0,5,2,1,13.807692,1,3,3
1018.3,85,1919,0,1,0,1,0,1,2,2,3,11.98,3,2,2
441.52,95,1875,0,0,0,0,0,0,19,1,3,4.647579,3,2,2
226.74,48,1893,1,0,1,0,0,0,7,1,1,4.72375,2,2,2
1243.96,51,1962,0,1,0,1,0,0,3,3,2,24.391373,2,2,2
2250,87,1893,0,1,0,1,0,0,3,1,3,25.862069,3,2,2
1730.88,79,1898,0,1,0,1,0,1,2,1,2,21.909873,3,2,2
470,75,1893,1,0,1,0,0,0,2,1,2,6.266667,3,2,2
686.4,160,1893,0,0,1,0,0,0,10,1,3,4.29,6,2,2
665.76,89,1957,0,1,0,1,0,0,9,3,3,7.480449,4,2,3
1047.46,100,1957,0,0,0,0,0,0,5,3,3,10.4746,4,2,3
1058.58,100,1985,0,1,0,1,0,0,5,6,3,10.5858,4,2,2
681.4,76,1971,0,1,0,1,0,0,12,4,2,8.965789,3,2,2
1613.98,120,1971,0,1,0,1,0,1,10,4,3,13.449833,4,2,2
1755.24,75,1893,0,1,0,1,0,0,3,1,2,23.4032,2,2,2
424.97,58,1893,0,0,0,0,0,0,59,1,2,7.327069,3,2,2
1155.49,80,1957,0,1,0,1,0,0,2,3,2,14.443625,3,2,2
631.16,75,1957,0,0,0,0,0,0,41,3,2,8.415467,3,2,2
521.82,72,1909,0,1,0,1,0,0,1,1,2,7.2475,2,2,2
476.94,80,1893,0,1,0,1,0,0,48,1,2,5.96175,3,2,2
365.66,60,1893,0,1,0,1,0,0,1,1,2,6.094333,2,2,2
468.16,85,1905,0,0,0,0,0,0,3,1,3,5.507765,3,2,2
426.5,52,1893,0,0,0,1,0,0,32,1,2,8.201923,2,2,2
423.3,95,1893,0,0,0,0,0,0,24,1,3,4.455789,3,2,2
749.6,80,1919,0,1,0,1,0,0,9,2,2,9.37,2,2,2
529.31,40,1893,0,1,0,0,0,0,6,1,1,13.23275,1,2,2
1094.87,66,1983,0,1,0,1,0,0,6,5,2,16.588939,2,2,2
1194.35,77,1957,0,1,0,0,0,0,2,3,2,15.511039,3,2,2
537.35,52,1957,0,1,0,1,0,0,14,3,2,10.333654,2,2,2
413.66,49,1957,0,1,0,1,0,0,5,3,1,8.442041,2,2,2
584.87,90,1991,0,1,0,1,0,0,2,6,3,6.498556,3,2,2
572.45,75,1991,0,1,0,1,0,0,2,6,2,7.632667,3,2,2
730.88,82,1957,0,1,0,1,0,0,3,3,3,8.913171,3,2,2
770.88,98,1893,0,0,0,0,0,0,11,1,3,7.866122,4,2,2
851.88,57,1893,0,1,0,1,0,0,4,1,2,14.945263,2,2,2
579.32,94,1893,0,0,0,0,0,0,9,1,3,6.162979,3,2,2
754.56,98,1893,0,0,0,0,0,0,12,1,3,7.699592,4,2,2
454.19,126,1893,0,0,0,0,0,0,72,1,3,3.604683,4,2,2
714.77,38,1893,0,0,0,1,0,0,2,1,1,18.809737,1,2,2
660,50,1893,0,0,0,0,0,0,9,1,1,13.2,2,2,2
853.8,110,1893,0,0,0,0,0,0,18,1,3,7.761818,5,2,2
665.2,60,1893,1,0,0,0,0,0,1,1,2,11.086667,3,2,2
1070,93,1893,0,1,0,0,0,0,5,1,3,11.505376,4,2,2
695.55,80,1893,1,0,0,0,0,0,29,1,2,8.694375,3,2,2
710.6,90,1893,0,0,0,1,0,0,6,1,3,7.895556,3,2,2
515.84,86,1893,0,0,0,1,0,0,3,1,3,5.99814,4,2,2
591.29,57,1971,0,1,0,1,1,0,26,4,2,10.373509,2,2,2
1351.86,62,1980,0,1,0,1,0,0,3,5,2,21.804194,2,2,2
225.74,79,1896,0,0,0,0,0,0,6,1,2,2.857468,3,2,2
